dataset,budget_per_class,noise_rate,noise_type,method,seed,label,label_name,clean_support,precision,recall,f1
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,5,class_5,200,1.0,0.145,0.25327510917030566
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,6,class_6,200,0.0,0.0,0.0
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,7,class_7,200,0.7051792828685259,0.885,0.7849223946784922
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,8,class_8,200,0.7865612648221344,0.995,0.8785871964679912
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,9,class_9,200,1.0,0.155,0.2683982683982684
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,10,class_10,200,0.3945720250521921,0.945,0.556701030927835
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,11,class_11,200,0.6137071651090342,0.985,0.7562380038387716
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,12,class_12,200,0.921875,0.885,0.903061224489796
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,505,13,class_13,200,1.0,0.075,0.13953488372093023
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,0,class_0,200,0.6745283018867925,0.715,0.6941747572815534
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,1,class_1,200,0.7731481481481481,0.835,0.8028846153846153
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,2,class_2,200,0.0,0.0,0.0
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,3,class_3,200,0.4961038961038961,0.955,0.652991452991453
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,4,class_4,200,0.6118143459915611,0.725,0.6636155606407322
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,5,class_5,200,0.766497461928934,0.755,0.7607052896725441
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,6,class_6,200,0.9696969696969697,0.16,0.27467811158798283
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,7,class_7,200,0.94,0.47,0.6266666666666667
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,8,class_8,200,0.7343173431734318,0.995,0.8450106157112526
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,9,class_9,200,0.4164588528678304,0.835,0.5557404326123128
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,10,class_10,200,0.6557377049180327,0.2,0.30651340996168586
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,11,class_11,200,0.6437908496732027,0.985,0.7786561264822135
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,12,class_12,200,0.8412017167381974,0.98,0.905311778290993
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,101,13,class_13,200,0.8108108108108109,0.6,0.6896551724137931
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,0,class_0,200,0.0,0.0,0.0
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,1,class_1,200,0.8009950248756219,0.805,0.8029925187032418
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,2,class_2,200,0.38968481375358166,0.68,0.49544626593806923
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,3,class_3,200,0.6464285714285715,0.905,0.7541666666666665
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,4,class_4,200,0.9833333333333333,0.295,0.4538461538461538
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,5,class_5,200,0.7939698492462312,0.79,0.7919799498746867
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,6,class_6,200,0.7862595419847328,0.515,0.622356495468278
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,202,7,class_7,200,0.9104477611940298,0.61,0.7305389221556886
