dataset,budget_per_class,noise_rate,noise_type,method,seed,n_train,n_test,num_classes,actual_noise_fraction,accuracy,macro_f1,runtime_seconds,train_runtime_seconds,eval_runtime_seconds,epochs,requested_train_batch_size,effective_train_batch_size,requested_eval_batch_size,effective_eval_batch_size,train_batches,eval_batches,peak_memory_allocated_mib,effective_device,mean_train_loss,train_counts,source_kind,method_family,fit_notes
ag_news,64,0.1,symmetric,distilbert_base_uncased,505,256,800,4,0.078125,0.82375,0.8196208308703854,1.1371188163757324,0.7521066665649414,0.28255558013916016,3,32,32,64,64,24,13,2104.25,cuda:0,1.233893262843291,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.2,symmetric,distilbert_base_uncased,101,256,800,4,0.22265625,0.8125,0.8084256832667782,1.1140177249908447,0.706230878829956,0.30713367462158203,3,32,32,64,64,24,13,2110.25,cuda:0,1.2614601651827495,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.2,symmetric,distilbert_base_uncased,202,256,800,4,0.22265625,0.82375,0.8234599019112824,1.0921516418457031,0.7019076347351074,0.2920033931732178,3,32,32,64,64,24,13,2111.0,cuda:0,1.3009859919548035,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.2,symmetric,distilbert_base_uncased,303,256,800,4,0.21484375,0.8325,0.8333468166085147,1.0845959186553955,0.6954188346862793,0.2879142761230469,3,32,32,64,64,24,13,2090.53,cuda:0,1.2655373762051265,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.2,symmetric,distilbert_base_uncased,404,256,800,4,0.1953125,0.86,0.8583731702546771,1.115023136138916,0.7167778015136719,0.2952430248260498,3,32,32,64,64,24,13,2107.0,cuda:0,1.2487180133660634,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.2,symmetric,distilbert_base_uncased,505,256,800,4,0.19140625,0.8125,0.8058554909222575,1.1529076099395752,0.7563583850860596,0.29405999183654785,3,32,32,64,64,24,13,2100.75,cuda:0,1.2688302894433339,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.3,symmetric,distilbert_base_uncased,101,256,800,4,0.32421875,0.72625,0.7078529128169234,1.1480107307434082,0.7299525737762451,0.3145756721496582,3,32,32,64,64,24,13,2106.75,cuda:0,1.312411720554034,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.3,symmetric,distilbert_base_uncased,202,256,800,4,0.296875,0.7775,0.7710162361220785,1.1134905815124512,0.7140917778015137,0.2926170825958252,3,32,32,64,64,24,13,2110.08,cuda:0,1.3086222608884175,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.3,symmetric,distilbert_base_uncased,303,256,800,4,0.31640625,0.85,0.850348776615468,1.0987272262573242,0.7059719562530518,0.28922057151794434,3,32,32,64,64,24,13,2089.08,cuda:0,1.3048638155062993,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.3,symmetric,distilbert_base_uncased,404,256,800,4,0.2890625,0.85625,0.8567883871722355,1.0883655548095703,0.6997091770172119,0.2882840633392334,3,32,32,64,64,24,13,2107.56,cuda:0,1.267962281902631,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,64,0.3,symmetric,distilbert_base_uncased,505,256,800,4,0.32421875,0.7925,0.7879334088256389,1.1274011135101318,0.7450704574584961,0.28334999084472656,3,32,32,64,64,24,13,2100.25,cuda:0,1.3122296681006749,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.0,symmetric,distilbert_base_uncased,101,512,800,4,0.0,0.85125,0.8511512604386828,1.8857526779174805,1.4721965789794922,0.3136143684387207,3,32,32,64,64,48,13,2102.67,cuda:0,0.8784195501357317,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.0,symmetric,distilbert_base_uncased,202,512,800,4,0.0,0.83875,0.8385947685107806,1.8441574573516846,1.4359891414642334,0.3052327632904053,3,32,32,64,64,48,13,2105.08,cuda:0,0.9242415707558393,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.0,symmetric,distilbert_base_uncased,303,512,800,4,0.0,0.8925,0.8919929868859284,1.8633012771606445,1.4613978862762451,0.2963283061981201,3,32,32,64,64,48,13,2100.7,cuda:0,0.8731915143628916,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.0,symmetric,distilbert_base_uncased,404,512,800,4,0.0,0.87375,0.8717415548408364,1.8536829948425293,1.4592483043670654,0.29318785667419434,3,32,32,64,64,48,13,2108.5,cuda:0,0.8734400092313687,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.0,symmetric,distilbert_base_uncased,505,512,800,4,0.0,0.8575,0.8564769543994568,1.8539040088653564,1.4580919742584229,0.29347705841064453,3,32,32,64,64,48,13,2109.29,cuda:0,0.918826644619306,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.05,symmetric,distilbert_base_uncased,101,512,800,4,0.052734375,0.84375,0.8434402800603039,1.9187822341918945,1.4886820316314697,0.3233985900878906,3,32,32,64,64,48,13,2111.5,cuda:0,0.9356410577893257,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.05,symmetric,distilbert_base_uncased,202,512,800,4,0.05859375,0.8275,0.8265000270907734,1.82210373878479,1.4279401302337646,0.2914767265319824,3,32,32,64,64,48,13,2108.0,cuda:0,0.9825816800196966,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.05,symmetric,distilbert_base_uncased,303,512,800,4,0.05078125,0.88125,0.8812186958210375,1.8077094554901123,1.413827896118164,0.29025840759277344,3,32,32,64,64,48,13,2103.86,cuda:0,0.9243472373733918,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.05,symmetric,distilbert_base_uncased,404,512,800,4,0.046875,0.87375,0.8717552381567069,1.847740650177002,1.4502811431884766,0.29566049575805664,3,32,32,64,64,48,13,2111.08,cuda:0,0.9456624134133259,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.05,symmetric,distilbert_base_uncased,505,512,800,4,0.037109375,0.86375,0.8632418451588999,1.842118740081787,1.446650743484497,0.2876002788543701,3,32,32,64,64,48,13,2108.87,cuda:0,0.9624094453950723,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.1,symmetric,distilbert_base_uncased,101,512,800,4,0.09375,0.8625,0.8626657361119144,1.90582275390625,1.491436243057251,0.3121621608734131,3,32,32,64,64,48,13,2109.75,cuda:0,0.989253144711256,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.1,symmetric,distilbert_base_uncased,202,512,800,4,0.09765625,0.8475,0.8466804565688084,1.8035333156585693,1.406611680984497,0.2961130142211914,3,32,32,64,64,48,13,2108.75,cuda:0,1.0381096564233303,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.1,symmetric,distilbert_base_uncased,303,512,800,4,0.1015625,0.88125,0.8811367972169228,1.8255503177642822,1.4259388446807861,0.2940051555633545,3,32,32,64,64,48,13,2104.36,cuda:0,1.000358372926712,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.1,symmetric,distilbert_base_uncased,404,512,800,4,0.10546875,0.87625,0.8747339463060257,1.8581759929656982,1.4587242603302002,0.2975187301635742,3,32,32,64,64,48,13,2107.67,cuda:0,0.9986497343828281,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.1,symmetric,distilbert_base_uncased,505,512,800,4,0.076171875,0.86,0.8585320615314334,1.829329490661621,1.4326930046081543,0.2931852340698242,3,32,32,64,64,48,13,2108.02,cuda:0,1.0175606273114681,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.2,symmetric,distilbert_base_uncased,101,512,800,4,0.1796875,0.8375,0.8377030565451874,1.8949370384216309,1.4742226600646973,0.31499528884887695,3,32,32,64,64,48,13,2110.25,cuda:0,1.07285122325023,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.2,symmetric,distilbert_base_uncased,202,512,800,4,0.212890625,0.84125,0.8409161325696588,1.8002817630767822,1.404357671737671,0.29258084297180176,3,32,32,64,64,48,13,2110.83,cuda:0,1.1411746193965275,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.2,symmetric,distilbert_base_uncased,303,512,800,4,0.171875,0.87375,0.8730215123392546,1.8301489353179932,1.4310719966888428,0.2969396114349365,3,32,32,64,64,48,13,2102.62,cuda:0,1.063561461865902,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.2,symmetric,distilbert_base_uncased,404,512,800,4,0.20703125,0.82125,0.8143804248221327,1.8685598373413086,1.4687788486480713,0.2963533401489258,3,32,32,64,64,48,13,2110.58,cuda:0,1.1042775499324005,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.2,symmetric,distilbert_base_uncased,505,512,800,4,0.220703125,0.85875,0.8578433040475344,1.838050365447998,1.4279468059539795,0.3023500442504883,3,32,32,64,64,48,13,2110.0,cuda:0,1.158164568245411,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.3,symmetric,distilbert_base_uncased,101,512,800,4,0.279296875,0.855,0.8544169808054616,1.9270107746124268,1.4910197257995605,0.3252120018005371,3,32,32,64,64,48,13,2110.25,cuda:0,1.1789247045914333,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.3,symmetric,distilbert_base_uncased,202,512,800,4,0.30078125,0.8275,0.8269195385388383,1.848992109298706,1.4371562004089355,0.30325818061828613,3,32,32,64,64,48,13,2109.92,cuda:0,1.199633212139209,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.3,symmetric,distilbert_base_uncased,303,512,800,4,0.291015625,0.86875,0.8683244876128264,1.87235689163208,1.4588608741760254,0.31060004234313965,3,32,32,64,64,48,13,2105.97,cuda:0,1.1632427647709846,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.3,symmetric,distilbert_base_uncased,404,512,800,4,0.298828125,0.83125,0.8261925392208899,1.888824701309204,1.4892804622650146,0.29646921157836914,3,32,32,64,64,48,13,2108.0,cuda:0,1.1847190372645855,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
ag_news,128,0.3,symmetric,distilbert_base_uncased,505,512,800,4,0.330078125,0.83125,0.8290221978283021,1.8509159088134766,1.4505035877227783,0.2933084964752197,3,32,32,64,64,48,13,2109.47,cuda:0,1.2371999509632587,"{""0"": 128, ""1"": 128, ""2"": 128, ""3"": 128}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.0,symmetric,distilbert_base_uncased,101,48,500,6,0.0,0.192,0.11368815541691846,0.24332261085510254,0.10864567756652832,0.052941322326660156,3,32,32,64,64,6,8,1343.65,cuda:0,1.786332130432129,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.0,symmetric,distilbert_base_uncased,202,48,500,6,0.0,0.056,0.06554141745812984,0.25019216537475586,0.10848474502563477,0.055823564529418945,3,32,32,64,64,6,8,1344.9,cuda:0,1.7844338019688923,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.0,symmetric,distilbert_base_uncased,303,48,500,6,0.0,0.292,0.16405665921274173,0.23716163635253906,0.09883666038513184,0.05159759521484375,3,32,32,64,64,6,8,1342.3,cuda:0,1.7763087749481201,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.0,symmetric,distilbert_base_uncased,404,48,500,6,0.0,0.258,0.15314411580318865,0.2421717643737793,0.1023719310760498,0.05801820755004883,3,32,32,64,64,6,8,1343.04,cuda:0,1.7877747416496277,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.0,symmetric,distilbert_base_uncased,505,48,500,6,0.0,0.216,0.20183908078536317,0.2903709411621094,0.14304041862487793,0.05591154098510742,3,32,32,64,64,6,8,1341.27,cuda:0,1.787529170513153,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.05,symmetric,distilbert_base_uncased,101,48,500,6,0.0625,0.274,0.20355430249158804,0.25539660453796387,0.11376047134399414,0.05386805534362793,3,32,32,64,64,6,8,1344.56,cuda:0,1.783443848292033,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.05,symmetric,distilbert_base_uncased,202,48,500,6,0.041666666666666664,0.018,0.005893909626719057,0.2417433261871338,0.10638070106506348,0.05419111251831055,3,32,32,64,64,6,8,1345.58,cuda:0,1.7799100875854492,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.05,symmetric,distilbert_base_uncased,303,48,500,6,0.08333333333333333,0.326,0.17690079297809422,0.2592804431915283,0.1159358024597168,0.05098557472229004,3,32,32,64,64,6,8,1340.83,cuda:0,1.769549012184143,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.05,symmetric,distilbert_base_uncased,404,48,500,6,0.041666666666666664,0.216,0.160854934791105,0.24178600311279297,0.10392093658447266,0.05614066123962402,3,32,32,64,64,6,8,1340.59,cuda:0,1.788521985212962,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.05,symmetric,distilbert_base_uncased,505,48,500,6,0.041666666666666664,0.23,0.11110194504023903,0.2440354824066162,0.10666871070861816,0.05277204513549805,3,32,32,64,64,6,8,1341.16,cuda:0,1.7855605284372966,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.1,symmetric,distilbert_base_uncased,101,48,500,6,0.1875,0.182,0.08072401545541635,0.24376678466796875,0.10818028450012207,0.05419564247131348,3,32,32,64,64,6,8,1342.23,cuda:0,1.782230059305827,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.1,symmetric,distilbert_base_uncased,202,48,500,6,0.14583333333333334,0.018,0.005893909626719057,0.24666905403137207,0.1069178581237793,0.05578970909118652,3,32,32,64,64,6,8,1345.19,cuda:0,1.7737383445103962,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.1,symmetric,distilbert_base_uncased,303,48,500,6,0.16666666666666666,0.224,0.11112485131140397,0.2320866584777832,0.09884309768676758,0.05206727981567383,3,32,32,64,64,6,8,1339.43,cuda:0,1.7666186690330505,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.1,symmetric,distilbert_base_uncased,404,48,500,6,0.1875,0.308,0.1620997156003141,0.23419189453125,0.09731030464172363,0.05398869514465332,3,32,32,64,64,6,8,1341.33,cuda:0,1.7882437109947205,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.1,symmetric,distilbert_base_uncased,505,48,500,6,0.08333333333333333,0.092,0.04395333904109589,0.2544398307800293,0.11655473709106445,0.05501365661621094,3,32,32,64,64,6,8,1341.39,cuda:0,1.7814265489578247,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.2,symmetric,distilbert_base_uncased,101,48,500,6,0.20833333333333334,0.242,0.19502191072041394,0.24850225448608398,0.10478448867797852,0.05612611770629883,3,32,32,64,64,6,8,1343.68,cuda:0,1.786462942759196,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.2,symmetric,distilbert_base_uncased,202,48,500,6,0.2916666666666667,0.018,0.005893909626719057,0.24489760398864746,0.10290980339050293,0.05312085151672363,3,32,32,64,64,6,8,1343.65,cuda:0,1.7784449656804402,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.2,symmetric,distilbert_base_uncased,303,48,500,6,0.22916666666666666,0.156,0.13863517231157432,0.23205351829528809,0.09869241714477539,0.05077219009399414,3,32,32,64,64,6,8,1339.43,cuda:0,1.78030929962794,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.2,symmetric,distilbert_base_uncased,404,48,500,6,0.25,0.376,0.18326265264801492,0.23413705825805664,0.09807610511779785,0.05470013618469238,3,32,32,64,64,6,8,1341.33,cuda:0,1.780065933863322,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.2,symmetric,distilbert_base_uncased,505,48,500,6,0.14583333333333334,0.284,0.14903050280626853,0.25467538833618164,0.10951900482177734,0.0606691837310791,3,32,32,64,64,6,8,1341.39,cuda:0,1.7766321102778118,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.3,symmetric,distilbert_base_uncased,101,48,500,6,0.2916666666666667,0.162,0.046471600688468166,0.2661428451538086,0.12688326835632324,0.054239511489868164,3,32,32,64,64,6,8,1343.68,cuda:0,1.7786494096120198,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.3,symmetric,distilbert_base_uncased,202,48,500,6,0.3333333333333333,0.018,0.005893909626719057,0.25729870796203613,0.10870647430419922,0.06559133529663086,3,32,32,64,64,6,8,1343.65,cuda:0,1.786027153333028,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.3,symmetric,distilbert_base_uncased,303,48,500,6,0.2916666666666667,0.168,0.10616505624477396,0.2366042137145996,0.10004496574401855,0.05122828483581543,3,32,32,64,64,6,8,1339.43,cuda:0,1.7829332550366719,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.3,symmetric,distilbert_base_uncased,404,48,500,6,0.3333333333333333,0.276,0.07479674796747968,0.23553991317749023,0.09670519828796387,0.057582855224609375,3,32,32,64,64,6,8,1341.33,cuda:0,1.7792975902557373,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,8,0.3,symmetric,distilbert_base_uncased,505,48,500,6,0.2916666666666667,0.134,0.07987618531390063,0.261707067489624,0.12090516090393066,0.05799150466918945,3,32,32,64,64,6,8,1341.39,cuda:0,1.775344431400299,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.0,symmetric,distilbert_base_uncased,101,96,500,6,0.0,0.33,0.32333506735327133,0.2848336696624756,0.14937686920166016,0.052829742431640625,3,32,32,64,64,9,8,1343.23,cuda:0,1.770917707019382,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.0,symmetric,distilbert_base_uncased,202,96,500,6,0.0,0.098,0.10048264466382763,0.2874948978424072,0.14942336082458496,0.05404090881347656,3,32,32,64,64,9,8,1339.44,cuda:0,1.7845003472434149,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.0,symmetric,distilbert_base_uncased,303,96,500,6,0.0,0.244,0.09966873706004142,0.2906801700592041,0.15067815780639648,0.0530853271484375,3,32,32,64,64,9,8,1338.06,cuda:0,1.7801249159706964,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.0,symmetric,distilbert_base_uncased,404,96,500,6,0.0,0.552,0.5501023508683148,0.29027533531188965,0.14576101303100586,0.05803346633911133,3,32,32,64,64,9,8,1334.97,cuda:0,1.7796468204922147,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.0,symmetric,distilbert_base_uncased,505,96,500,6,0.0,0.252,0.22391503471576257,0.2812366485595703,0.14152884483337402,0.05450177192687988,3,32,32,64,64,9,8,1335.74,cuda:0,1.7865204281277127,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.05,symmetric,distilbert_base_uncased,101,96,500,6,0.10416666666666667,0.312,0.23527286603584208,0.2846512794494629,0.14435267448425293,0.05473780632019043,3,32,32,64,64,9,8,1337.29,cuda:0,1.7789856062995062,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.05,symmetric,distilbert_base_uncased,202,96,500,6,0.041666666666666664,0.13,0.09963109076191118,0.29700422286987305,0.15309524536132812,0.05750393867492676,3,32,32,64,64,9,8,1334.06,cuda:0,1.7839193211661444,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.05,symmetric,distilbert_base_uncased,303,96,500,6,0.0625,0.336,0.2510861516632783,0.2870192527770996,0.14463210105895996,0.05391097068786621,3,32,32,64,64,9,8,1331.69,cuda:0,1.7850855191548665,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
trec_qc,16,0.05,symmetric,distilbert_base_uncased,404,96,500,6,0.03125,0.452,0.4130160668587233,0.2834908962249756,0.14379119873046875,0.05774354934692383,3,32,32,64,64,9,8,1328.22,cuda:0,1.7826242446899414,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16, ""5"": 16}",cached_setfit_jsonl,pretrained_transformer,3_epochs_local_cache_maxlen_128
