dataset,budget_per_class,noise_rate,noise_type,method,mean_macro_f1,std_macro_f1,n_seeds
dbpedia_14,64,0.2,symmetric,linear_svm_hinge,0.765785,0.026586,5
dbpedia_14,64,0.2,symmetric,multinomial_nb,0.867154,0.006263,5
dbpedia_14,64,0.2,symmetric,softmax_logreg,0.824144,0.030620,5
dbpedia_14,64,0.2,symmetric,trimmed_softmax_logreg,0.615629,0.051351,5
dbpedia_14,64,0.3,class_conditional,linear_svm_hinge,0.727574,0.040918,5
dbpedia_14,64,0.3,class_conditional,multinomial_nb,0.749672,0.007895,5
dbpedia_14,64,0.3,class_conditional,softmax_logreg,0.676339,0.014794,5
dbpedia_14,64,0.3,class_conditional,trimmed_softmax_logreg,0.492279,0.039941,5
dbpedia_14,64,0.3,symmetric,linear_svm_hinge,0.708988,0.063963,5
dbpedia_14,64,0.3,symmetric,multinomial_nb,0.842234,0.005974,5
dbpedia_14,64,0.3,symmetric,softmax_logreg,0.757979,0.052693,5
dbpedia_14,64,0.3,symmetric,trimmed_softmax_logreg,0.580071,0.031917,5
dbpedia_14,128,0.0,class_conditional,linear_svm_hinge,0.870594,0.010501,5
dbpedia_14,128,0.0,class_conditional,multinomial_nb,0.909493,0.007431,5
dbpedia_14,128,0.0,class_conditional,softmax_logreg,0.903772,0.004042,5
dbpedia_14,128,0.0,class_conditional,trimmed_softmax_logreg,0.680856,0.005318,5
dbpedia_14,128,0.0,symmetric,linear_svm_hinge,0.870594,0.010501,5
dbpedia_14,128,0.0,symmetric,multinomial_nb,0.909493,0.007431,5
dbpedia_14,128,0.0,symmetric,softmax_logreg,0.903772,0.004042,5
dbpedia_14,128,0.0,symmetric,trimmed_softmax_logreg,0.680856,0.005318,5
dbpedia_14,128,0.05,class_conditional,linear_svm_hinge,0.852627,0.018344,5
dbpedia_14,128,0.05,class_conditional,multinomial_nb,0.899387,0.005560,5
dbpedia_14,128,0.05,class_conditional,softmax_logreg,0.894955,0.006034,5
dbpedia_14,128,0.05,class_conditional,trimmed_softmax_logreg,0.692198,0.030883,5
dbpedia_14,128,0.05,symmetric,linear_svm_hinge,0.871139,0.012642,5
dbpedia_14,128,0.05,symmetric,multinomial_nb,0.906165,0.007066,5
dbpedia_14,128,0.05,symmetric,softmax_logreg,0.896818,0.004008,5
dbpedia_14,128,0.05,symmetric,trimmed_softmax_logreg,0.720598,0.010061,5
dbpedia_14,128,0.1,class_conditional,linear_svm_hinge,0.833576,0.033812,5
dbpedia_14,128,0.1,class_conditional,multinomial_nb,0.889934,0.007763,5
dbpedia_14,128,0.1,class_conditional,softmax_logreg,0.876340,0.010432,5
dbpedia_14,128,0.1,class_conditional,trimmed_softmax_logreg,0.673324,0.033786,5
dbpedia_14,128,0.1,symmetric,linear_svm_hinge,0.854157,0.023379,5
dbpedia_14,128,0.1,symmetric,multinomial_nb,0.901793,0.007321,5
dbpedia_14,128,0.1,symmetric,softmax_logreg,0.884405,0.012170,5
dbpedia_14,128,0.1,symmetric,trimmed_softmax_logreg,0.746138,0.027436,5
dbpedia_14,128,0.2,class_conditional,linear_svm_hinge,0.840918,0.027092,5
dbpedia_14,128,0.2,class_conditional,multinomial_nb,0.855924,0.006801,5
dbpedia_14,128,0.2,class_conditional,softmax_logreg,0.844149,0.009011,5
dbpedia_14,128,0.2,class_conditional,trimmed_softmax_logreg,0.618620,0.034375,5
dbpedia_14,128,0.2,symmetric,linear_svm_hinge,0.810838,0.013878,5
dbpedia_14,128,0.2,symmetric,multinomial_nb,0.891325,0.003608,5
dbpedia_14,128,0.2,symmetric,softmax_logreg,0.868069,0.011535,5
dbpedia_14,128,0.2,symmetric,trimmed_softmax_logreg,0.715302,0.029930,5
dbpedia_14,128,0.3,class_conditional,linear_svm_hinge,0.805260,0.023993,5
dbpedia_14,128,0.3,class_conditional,multinomial_nb,0.777275,0.011266,5
dbpedia_14,128,0.3,class_conditional,softmax_logreg,0.741871,0.041280,5
dbpedia_14,128,0.3,class_conditional,trimmed_softmax_logreg,0.522595,0.025385,5
dbpedia_14,128,0.3,symmetric,linear_svm_hinge,0.772799,0.047122,5
dbpedia_14,128,0.3,symmetric,multinomial_nb,0.872832,0.003293,5
dbpedia_14,128,0.3,symmetric,softmax_logreg,0.823808,0.019227,5
dbpedia_14,128,0.3,symmetric,trimmed_softmax_logreg,0.656322,0.030724,5
trec_qc,8,0.0,class_conditional,linear_svm_hinge,0.432164,0.072692,5
trec_qc,8,0.0,class_conditional,multinomial_nb,0.436406,0.067962,5
trec_qc,8,0.0,class_conditional,softmax_logreg,0.446803,0.074718,5
trec_qc,8,0.0,class_conditional,trimmed_softmax_logreg,0.432128,0.082366,5
trec_qc,8,0.0,symmetric,linear_svm_hinge,0.432164,0.072692,5
trec_qc,8,0.0,symmetric,multinomial_nb,0.436406,0.067962,5
trec_qc,8,0.0,symmetric,softmax_logreg,0.446803,0.074718,5
trec_qc,8,0.0,symmetric,trimmed_softmax_logreg,0.432128,0.082366,5
trec_qc,8,0.05,class_conditional,linear_svm_hinge,0.417107,0.063830,5
trec_qc,8,0.05,class_conditional,multinomial_nb,0.430254,0.071721,5
trec_qc,8,0.05,class_conditional,softmax_logreg,0.439515,0.078569,5
trec_qc,8,0.05,class_conditional,trimmed_softmax_logreg,0.429691,0.104854,5
trec_qc,8,0.05,symmetric,linear_svm_hinge,0.429691,0.068476,5
trec_qc,8,0.05,symmetric,multinomial_nb,0.407568,0.069526,5
trec_qc,8,0.05,symmetric,softmax_logreg,0.438042,0.074014,5
trec_qc,8,0.05,symmetric,trimmed_softmax_logreg,0.433190,0.098165,5
trec_qc,8,0.1,class_conditional,linear_svm_hinge,0.393058,0.082855,5
trec_qc,8,0.1,class_conditional,multinomial_nb,0.368513,0.079246,5
trec_qc,8,0.1,class_conditional,softmax_logreg,0.402708,0.078626,5
trec_qc,8,0.1,class_conditional,trimmed_softmax_logreg,0.372994,0.076256,5
trec_qc,8,0.1,symmetric,linear_svm_hinge,0.401262,0.080118,5
trec_qc,8,0.1,symmetric,multinomial_nb,0.411595,0.080556,5
trec_qc,8,0.1,symmetric,softmax_logreg,0.439441,0.086005,5
trec_qc,8,0.1,symmetric,trimmed_softmax_logreg,0.389890,0.064358,5
trec_qc,8,0.2,class_conditional,linear_svm_hinge,0.335798,0.064147,5
trec_qc,8,0.2,class_conditional,multinomial_nb,0.347694,0.059795,5
trec_qc,8,0.2,class_conditional,softmax_logreg,0.364263,0.071740,5
trec_qc,8,0.2,class_conditional,trimmed_softmax_logreg,0.329934,0.083994,5
trec_qc,8,0.2,symmetric,linear_svm_hinge,0.373932,0.045602,5
trec_qc,8,0.2,symmetric,multinomial_nb,0.347977,0.064705,5
trec_qc,8,0.2,symmetric,softmax_logreg,0.391892,0.080956,5
trec_qc,8,0.2,symmetric,trimmed_softmax_logreg,0.367131,0.069693,5
trec_qc,8,0.3,class_conditional,linear_svm_hinge,0.369500,0.061480,5
trec_qc,8,0.3,class_conditional,multinomial_nb,0.336379,0.071322,5
trec_qc,8,0.3,class_conditional,softmax_logreg,0.359730,0.070345,5
trec_qc,8,0.3,class_conditional,trimmed_softmax_logreg,0.349207,0.090626,5
trec_qc,8,0.3,symmetric,linear_svm_hinge,0.384321,0.075764,5
trec_qc,8,0.3,symmetric,multinomial_nb,0.327727,0.077600,5
trec_qc,8,0.3,symmetric,softmax_logreg,0.385635,0.086079,5
trec_qc,8,0.3,symmetric,trimmed_softmax_logreg,0.322358,0.113236,5
trec_qc,16,0.0,class_conditional,linear_svm_hinge,0.429150,0.059641,5
trec_qc,16,0.0,class_conditional,multinomial_nb,0.446068,0.059008,5
trec_qc,16,0.0,class_conditional,softmax_logreg,0.485475,0.095307,5
trec_qc,16,0.0,class_conditional,trimmed_softmax_logreg,0.480284,0.099770,5
trec_qc,16,0.0,symmetric,linear_svm_hinge,0.429150,0.059641,5
trec_qc,16,0.0,symmetric,multinomial_nb,0.446068,0.059008,5
trec_qc,16,0.0,symmetric,softmax_logreg,0.485475,0.095307,5
trec_qc,16,0.0,symmetric,trimmed_softmax_logreg,0.480284,0.099770,5
trec_qc,16,0.05,class_conditional,linear_svm_hinge,0.432386,0.070655,5
trec_qc,16,0.05,class_conditional,multinomial_nb,0.402346,0.050529,5
trec_qc,16,0.05,class_conditional,softmax_logreg,0.454474,0.089044,5
trec_qc,16,0.05,class_conditional,trimmed_softmax_logreg,0.448643,0.105518,5
trec_qc,16,0.05,symmetric,linear_svm_hinge,0.434446,0.058254,5
trec_qc,16,0.05,symmetric,multinomial_nb,0.439434,0.100073,5
trec_qc,16,0.05,symmetric,softmax_logreg,0.447187,0.089964,5
trec_qc,16,0.05,symmetric,trimmed_softmax_logreg,0.411423,0.079708,5
trec_qc,16,0.1,class_conditional,linear_svm_hinge,0.436470,0.046773,5
trec_qc,16,0.1,class_conditional,multinomial_nb,0.429560,0.082984,5
trec_qc,16,0.1,class_conditional,softmax_logreg,0.465600,0.079131,5
trec_qc,16,0.1,class_conditional,trimmed_softmax_logreg,0.445751,0.064108,5
trec_qc,16,0.1,symmetric,linear_svm_hinge,0.412882,0.045769,5
trec_qc,16,0.1,symmetric,multinomial_nb,0.454426,0.090111,5
trec_qc,16,0.1,symmetric,softmax_logreg,0.461646,0.081940,5
trec_qc,16,0.1,symmetric,trimmed_softmax_logreg,0.434788,0.097713,5
trec_qc,16,0.2,class_conditional,linear_svm_hinge,0.409590,0.104562,5
trec_qc,16,0.2,class_conditional,multinomial_nb,0.362767,0.061722,5
trec_qc,16,0.2,class_conditional,softmax_logreg,0.409915,0.071095,5
trec_qc,16,0.2,class_conditional,trimmed_softmax_logreg,0.380485,0.054742,5
trec_qc,16,0.2,symmetric,linear_svm_hinge,0.408854,0.073601,5
trec_qc,16,0.2,symmetric,multinomial_nb,0.424844,0.077886,5
trec_qc,16,0.2,symmetric,softmax_logreg,0.460818,0.100234,5
trec_qc,16,0.2,symmetric,trimmed_softmax_logreg,0.453920,0.110913,5
trec_qc,16,0.3,class_conditional,linear_svm_hinge,0.371254,0.068676,5
trec_qc,16,0.3,class_conditional,multinomial_nb,0.346504,0.042580,5
trec_qc,16,0.3,class_conditional,softmax_logreg,0.363466,0.042434,5
trec_qc,16,0.3,class_conditional,trimmed_softmax_logreg,0.354420,0.065389,5
trec_qc,16,0.3,symmetric,linear_svm_hinge,0.325312,0.049180,5
trec_qc,16,0.3,symmetric,multinomial_nb,0.335830,0.017942,5
trec_qc,16,0.3,symmetric,softmax_logreg,0.355005,0.018105,5
trec_qc,16,0.3,symmetric,trimmed_softmax_logreg,0.318216,0.054841,5
trec_qc,32,0.0,class_conditional,linear_svm_hinge,0.441436,0.026167,5
trec_qc,32,0.0,class_conditional,multinomial_nb,0.479240,0.046220,5
trec_qc,32,0.0,class_conditional,softmax_logreg,0.524755,0.066617,5
trec_qc,32,0.0,class_conditional,trimmed_softmax_logreg,0.518049,0.084817,5
trec_qc,32,0.0,symmetric,linear_svm_hinge,0.441436,0.026167,5
trec_qc,32,0.0,symmetric,multinomial_nb,0.479240,0.046220,5
trec_qc,32,0.0,symmetric,softmax_logreg,0.524755,0.066617,5
trec_qc,32,0.0,symmetric,trimmed_softmax_logreg,0.518049,0.084817,5
trec_qc,32,0.05,class_conditional,linear_svm_hinge,0.454145,0.020900,5
trec_qc,32,0.05,class_conditional,multinomial_nb,0.446407,0.048115,5
trec_qc,32,0.05,class_conditional,softmax_logreg,0.502467,0.060912,5
trec_qc,32,0.05,class_conditional,trimmed_softmax_logreg,0.472197,0.067620,5
trec_qc,32,0.05,symmetric,linear_svm_hinge,0.443867,0.062439,5
trec_qc,32,0.05,symmetric,multinomial_nb,0.449058,0.048233,5
trec_qc,32,0.05,symmetric,softmax_logreg,0.505136,0.060825,5
trec_qc,32,0.05,symmetric,trimmed_softmax_logreg,0.473616,0.049578,5
trec_qc,32,0.1,class_conditional,linear_svm_hinge,0.422963,0.027488,5
trec_qc,32,0.1,class_conditional,multinomial_nb,0.415094,0.057983,5
trec_qc,32,0.1,class_conditional,softmax_logreg,0.503467,0.051570,5
trec_qc,32,0.1,class_conditional,trimmed_softmax_logreg,0.446055,0.036057,5
trec_qc,32,0.1,symmetric,linear_svm_hinge,0.420201,0.048072,5
trec_qc,32,0.1,symmetric,multinomial_nb,0.392533,0.040245,5
trec_qc,32,0.1,symmetric,softmax_logreg,0.491569,0.067198,5
trec_qc,32,0.1,symmetric,trimmed_softmax_logreg,0.422485,0.044856,5
trec_qc,32,0.2,class_conditional,linear_svm_hinge,0.451794,0.072436,5
trec_qc,32,0.2,class_conditional,multinomial_nb,0.406259,0.056701,5
trec_qc,32,0.2,class_conditional,softmax_logreg,0.434085,0.061355,5
trec_qc,32,0.2,class_conditional,trimmed_softmax_logreg,0.417690,0.060213,5
trec_qc,32,0.2,symmetric,linear_svm_hinge,0.421821,0.088211,5
trec_qc,32,0.2,symmetric,multinomial_nb,0.413719,0.039712,5
trec_qc,32,0.2,symmetric,softmax_logreg,0.468931,0.071657,5
trec_qc,32,0.2,symmetric,trimmed_softmax_logreg,0.415173,0.087000,5
trec_qc,32,0.3,class_conditional,linear_svm_hinge,0.384291,0.082734,5
trec_qc,32,0.3,class_conditional,multinomial_nb,0.341145,0.044116,5
trec_qc,32,0.3,class_conditional,softmax_logreg,0.395318,0.062103,5
trec_qc,32,0.3,class_conditional,trimmed_softmax_logreg,0.389033,0.084166,5
trec_qc,32,0.3,symmetric,linear_svm_hinge,0.375770,0.056825,5
trec_qc,32,0.3,symmetric,multinomial_nb,0.383100,0.046219,5
trec_qc,32,0.3,symmetric,softmax_logreg,0.413103,0.085589,5
trec_qc,32,0.3,symmetric,trimmed_softmax_logreg,0.394733,0.124702,5
trec_qc,64,0.0,class_conditional,linear_svm_hinge,0.484325,0.044637,5
trec_qc,64,0.0,class_conditional,multinomial_nb,0.498140,0.011642,5
trec_qc,64,0.0,class_conditional,softmax_logreg,0.562846,0.057026,5
trec_qc,64,0.0,class_conditional,trimmed_softmax_logreg,0.613037,0.037082,5
trec_qc,64,0.0,symmetric,linear_svm_hinge,0.484325,0.044637,5
trec_qc,64,0.0,symmetric,multinomial_nb,0.498140,0.011642,5
trec_qc,64,0.0,symmetric,softmax_logreg,0.562846,0.057026,5
trec_qc,64,0.0,symmetric,trimmed_softmax_logreg,0.613037,0.037082,5
trec_qc,64,0.05,class_conditional,linear_svm_hinge,0.478586,0.087044,5
trec_qc,64,0.05,class_conditional,multinomial_nb,0.478945,0.015514,5
trec_qc,64,0.05,class_conditional,softmax_logreg,0.560413,0.073985,5
trec_qc,64,0.05,class_conditional,trimmed_softmax_logreg,0.535118,0.074914,5
trec_qc,64,0.05,symmetric,linear_svm_hinge,0.526630,0.059485,5
trec_qc,64,0.05,symmetric,multinomial_nb,0.484293,0.014984,5
trec_qc,64,0.05,symmetric,softmax_logreg,0.579457,0.073074,5
trec_qc,64,0.05,symmetric,trimmed_softmax_logreg,0.542208,0.082284,5
trec_qc,64,0.1,class_conditional,linear_svm_hinge,0.489453,0.037938,5
trec_qc,64,0.1,class_conditional,multinomial_nb,0.464242,0.010305,5
trec_qc,64,0.1,class_conditional,softmax_logreg,0.511433,0.056989,5
trec_qc,64,0.1,class_conditional,trimmed_softmax_logreg,0.500931,0.068284,5
trec_qc,64,0.1,symmetric,linear_svm_hinge,0.437605,0.045231,5
trec_qc,64,0.1,symmetric,multinomial_nb,0.490711,0.040207,5
trec_qc,64,0.1,symmetric,softmax_logreg,0.505108,0.052916,5
trec_qc,64,0.1,symmetric,trimmed_softmax_logreg,0.500474,0.070115,5
trec_qc,64,0.2,class_conditional,linear_svm_hinge,0.468099,0.035430,5
trec_qc,64,0.2,class_conditional,multinomial_nb,0.424130,0.035589,5
trec_qc,64,0.2,class_conditional,softmax_logreg,0.510801,0.051766,5
trec_qc,64,0.2,class_conditional,trimmed_softmax_logreg,0.488933,0.091432,5
trec_qc,64,0.2,symmetric,linear_svm_hinge,0.427694,0.044836,5
trec_qc,64,0.2,symmetric,multinomial_nb,0.445027,0.020960,5
trec_qc,64,0.2,symmetric,softmax_logreg,0.535314,0.072314,5
trec_qc,64,0.2,symmetric,trimmed_softmax_logreg,0.468000,0.066089,5
trec_qc,64,0.3,class_conditional,linear_svm_hinge,0.422712,0.035059,5
trec_qc,64,0.3,class_conditional,multinomial_nb,0.414183,0.059526,5
trec_qc,64,0.3,class_conditional,softmax_logreg,0.478441,0.079771,5
trec_qc,64,0.3,class_conditional,trimmed_softmax_logreg,0.424635,0.127460,5
trec_qc,64,0.3,symmetric,linear_svm_hinge,0.458964,0.071563,5
trec_qc,64,0.3,symmetric,multinomial_nb,0.440291,0.059242,5
trec_qc,64,0.3,symmetric,softmax_logreg,0.504567,0.093901,5
trec_qc,64,0.3,symmetric,trimmed_softmax_logreg,0.484325,0.118822,5
trec_qc,128,0.0,class_conditional,linear_svm_hinge,0.529682,0.059374,5
trec_qc,128,0.0,class_conditional,multinomial_nb,0.657713,0.010265,5
trec_qc,128,0.0,class_conditional,softmax_logreg,0.655438,0.028181,5
trec_qc,128,0.0,class_conditional,trimmed_softmax_logreg,0.659329,0.020927,5
trec_qc,128,0.0,symmetric,linear_svm_hinge,0.529682,0.059374,5
trec_qc,128,0.0,symmetric,multinomial_nb,0.657713,0.010265,5
trec_qc,128,0.0,symmetric,softmax_logreg,0.655438,0.028181,5
trec_qc,128,0.0,symmetric,trimmed_softmax_logreg,0.659329,0.020927,5
trec_qc,128,0.05,class_conditional,linear_svm_hinge,0.485220,0.053958,5
trec_qc,128,0.05,class_conditional,multinomial_nb,0.621585,0.057509,5
trec_qc,128,0.05,class_conditional,softmax_logreg,0.625999,0.041294,5
trec_qc,128,0.05,class_conditional,trimmed_softmax_logreg,0.618158,0.058140,5
trec_qc,128,0.05,symmetric,linear_svm_hinge,0.538167,0.078120,5
trec_qc,128,0.05,symmetric,multinomial_nb,0.619074,0.037320,5
trec_qc,128,0.05,symmetric,softmax_logreg,0.650142,0.021225,5
trec_qc,128,0.05,symmetric,trimmed_softmax_logreg,0.621402,0.053101,5
trec_qc,128,0.1,class_conditional,linear_svm_hinge,0.557562,0.064121,5
trec_qc,128,0.1,class_conditional,multinomial_nb,0.609699,0.049524,5
trec_qc,128,0.1,class_conditional,softmax_logreg,0.630304,0.045198,5
trec_qc,128,0.1,class_conditional,trimmed_softmax_logreg,0.638086,0.044171,5
trec_qc,128,0.1,symmetric,linear_svm_hinge,0.495085,0.077596,5
trec_qc,128,0.1,symmetric,multinomial_nb,0.630506,0.009312,5
trec_qc,128,0.1,symmetric,softmax_logreg,0.670852,0.017157,5
trec_qc,128,0.1,symmetric,trimmed_softmax_logreg,0.639085,0.069197,5
trec_qc,128,0.2,class_conditional,linear_svm_hinge,0.497325,0.063150,5
trec_qc,128,0.2,class_conditional,multinomial_nb,0.546612,0.057283,5
trec_qc,128,0.2,class_conditional,softmax_logreg,0.604569,0.036127,5
trec_qc,128,0.2,class_conditional,trimmed_softmax_logreg,0.571765,0.056127,5
trec_qc,128,0.2,symmetric,linear_svm_hinge,0.472979,0.053039,5
trec_qc,128,0.2,symmetric,multinomial_nb,0.547556,0.056151,5
trec_qc,128,0.2,symmetric,softmax_logreg,0.606514,0.049502,5
trec_qc,128,0.2,symmetric,trimmed_softmax_logreg,0.625711,0.057063,5
trec_qc,128,0.3,class_conditional,linear_svm_hinge,0.502420,0.054503,5
trec_qc,128,0.3,class_conditional,multinomial_nb,0.544390,0.049975,5
trec_qc,128,0.3,class_conditional,softmax_logreg,0.604155,0.056658,5
trec_qc,128,0.3,class_conditional,trimmed_softmax_logreg,0.575405,0.015365,5
trec_qc,128,0.3,symmetric,linear_svm_hinge,0.500676,0.050769,5
trec_qc,128,0.3,symmetric,multinomial_nb,0.538620,0.047004,5
trec_qc,128,0.3,symmetric,softmax_logreg,0.578479,0.049263,5
trec_qc,128,0.3,symmetric,trimmed_softmax_logreg,0.563019,0.060455,5
