dataset,budget_per_class,noise_rate,noise_type,method,n_cells,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1
ag_news,128,0.3,symmetric,linear_svm_hinge,5,0.584,0.021785889929034324,0.5647202648832147,0.040693400080991295
ag_news,128,0.3,symmetric,multinomial_nb,5,0.7055,0.027415780127510506,0.7035175490803287,0.026176543805158714
ag_news,128,0.3,symmetric,softmax_logreg,5,0.656,0.037802116342871624,0.6456852944124696,0.03865668240662432
ag_news,128,0.3,symmetric,trimmed_softmax_logreg,5,0.53375,0.05893322492448552,0.4512359857973177,0.061788443696143724
dbpedia_14,8,0.0,class_conditional,linear_svm_hinge,5,0.6462142857142857,0.047098247291796146,0.617503245698175,0.05107098105949205
dbpedia_14,8,0.0,class_conditional,multinomial_nb,5,0.7685000000000001,0.01104582292460062,0.7616501186981932,0.013035014230867725
dbpedia_14,8,0.0,class_conditional,softmax_logreg,5,0.7812857142857144,0.009385725157636682,0.7771924918976146,0.010008538855248241
dbpedia_14,8,0.0,class_conditional,trimmed_softmax_logreg,5,0.6596428571428572,0.01841139842154133,0.6157216753707998,0.030207520254405186
dbpedia_14,8,0.0,symmetric,linear_svm_hinge,5,0.6462142857142857,0.047098247291796146,0.617503245698175,0.05107098105949205
dbpedia_14,8,0.0,symmetric,multinomial_nb,5,0.7685000000000001,0.01104582292460062,0.7616501186981932,0.013035014230867725
dbpedia_14,8,0.0,symmetric,softmax_logreg,5,0.7812857142857144,0.009385725157636682,0.7771924918976146,0.010008538855248241
dbpedia_14,8,0.0,symmetric,trimmed_softmax_logreg,5,0.6596428571428572,0.01841139842154133,0.6157216753707998,0.030207520254405186
dbpedia_14,8,0.05,class_conditional,linear_svm_hinge,5,0.6199285714285715,0.02205558839822317,0.5842132729715378,0.019125504687463647
dbpedia_14,8,0.05,class_conditional,multinomial_nb,5,0.7332142857142856,0.01737785360504476,0.7238187042394028,0.01955204004934666
dbpedia_14,8,0.05,class_conditional,softmax_logreg,5,0.7245,0.015708765264095342,0.7168259226215861,0.018534733476027028
dbpedia_14,8,0.05,class_conditional,trimmed_softmax_logreg,5,0.6091428571428572,0.0267629427014448,0.5654443436781248,0.039109633372588354
dbpedia_14,8,0.05,symmetric,linear_svm_hinge,5,0.6517142857142857,0.02701511292833348,0.6244217377554945,0.035988024182443075
dbpedia_14,8,0.05,symmetric,multinomial_nb,5,0.7283571428571428,0.024014876341848734,0.7195037752809911,0.024431975932709273
dbpedia_14,8,0.05,symmetric,softmax_logreg,5,0.7272857142857143,0.02073840959796725,0.7175103175700108,0.024124696192090605
dbpedia_14,8,0.05,symmetric,trimmed_softmax_logreg,5,0.5975714285714286,0.02833239294157694,0.5369105905788689,0.03436648113686338
dbpedia_14,8,0.1,class_conditional,linear_svm_hinge,5,0.6179285714285714,0.03788772349768109,0.580780404002489,0.03563084484363613
dbpedia_14,8,0.1,class_conditional,multinomial_nb,5,0.6813571428571429,0.01446741588705389,0.6688624710567331,0.013120650511131874
dbpedia_14,8,0.1,class_conditional,softmax_logreg,5,0.6599285714285713,0.020265331812466994,0.6441188678476235,0.02215531653775924
dbpedia_14,8,0.1,class_conditional,trimmed_softmax_logreg,5,0.5533571428571429,0.027869594286861886,0.4899401674251359,0.03999025442414912
dbpedia_14,8,0.1,symmetric,linear_svm_hinge,5,0.5982857142857143,0.022678318333795838,0.5690780162345354,0.025939263837275333
dbpedia_14,8,0.1,symmetric,multinomial_nb,5,0.6459285714285714,0.036528993237410406,0.6258722396102927,0.042814569224871264
dbpedia_14,8,0.1,symmetric,softmax_logreg,5,0.6084999999999999,0.06547565367745323,0.588175860817089,0.06742848973392743
dbpedia_14,8,0.1,symmetric,trimmed_softmax_logreg,5,0.5362857142857143,0.037616214480417014,0.4819731782003057,0.0391147692171909
dbpedia_14,8,0.2,class_conditional,linear_svm_hinge,5,0.5471428571428572,0.032841611235921865,0.5029178826569561,0.04099293499740258
dbpedia_14,8,0.2,class_conditional,multinomial_nb,5,0.6059285714285714,0.030155718312432488,0.5867735732306556,0.03216623621709547
dbpedia_14,8,0.2,class_conditional,softmax_logreg,5,0.5717857142857142,0.0339161631445684,0.5493432321780651,0.03160481215578063
dbpedia_14,8,0.2,class_conditional,trimmed_softmax_logreg,5,0.5017142857142857,0.030064047278693367,0.43886243841530675,0.03419293516273892
dbpedia_14,8,0.2,symmetric,linear_svm_hinge,5,0.5080714285714285,0.03515388909306263,0.4493508482346429,0.04657521866795592
dbpedia_14,8,0.2,symmetric,multinomial_nb,5,0.5899285714285714,0.033801944153723264,0.5667043683686025,0.04011738524086397
dbpedia_14,8,0.2,symmetric,softmax_logreg,5,0.5492857142857142,0.03059695196237292,0.5188845752534427,0.03668665938985624
dbpedia_14,8,0.2,symmetric,trimmed_softmax_logreg,5,0.49085714285714294,0.027105801773714765,0.43071734520233596,0.01545055225729278
dbpedia_14,8,0.3,class_conditional,linear_svm_hinge,5,0.5028571428571429,0.027474477952738444,0.4532985760772422,0.05130131832614842
