dataset,budget_per_class,budget_train_total,noise_rate,noise_type,method,seed,n_train,n_test,num_classes,n_corrupt,actual_noise_fraction,accuracy,macro_f1,runtime_seconds,train_counts,source_kind,method_family,fit_notes,mask_sha256,sample_order_sha256
dbpedia_14,8,112,0.0,symmetric,linear_svm_hinge,505,112,2800,14,0,0.0,0.6239285714285714,0.5979997313746733,0.07730388641357422,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.0,symmetric,multinomial_nb,101,112,2800,14,0,0.0,0.7703571428571429,0.7647893622291171,0.005622148513793945,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.0,symmetric,multinomial_nb,202,112,2800,14,0,0.0,0.7671428571428571,0.7604569041213202,0.005391597747802734,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.0,symmetric,multinomial_nb,303,112,2800,14,0,0.0,0.7875,0.7825688740100424,0.005885601043701172,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.0,symmetric,multinomial_nb,404,112,2800,14,0,0.0,0.7535714285714286,0.7418724924324696,0.00531458854675293,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.0,symmetric,multinomial_nb,505,112,2800,14,0,0.0,0.7639285714285714,0.7585629606980172,0.005763530731201172,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.0,symmetric,softmax_logreg,101,112,2800,14,0,0.0,0.7703571428571429,0.7657329984276966,0.08863687515258789,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.0,symmetric,softmax_logreg,202,112,2800,14,0,0.0,0.7971428571428572,0.7917890728300454,0.08533811569213867,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.0,symmetric,softmax_logreg,303,112,2800,14,0,0.0,0.7853571428571429,0.7847199514136207,0.08924221992492676,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.0,symmetric,softmax_logreg,404,112,2800,14,0,0.0,0.7742857142857142,0.7672263670573004,0.08599233627319336,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.0,symmetric,softmax_logreg,505,112,2800,14,0,0.0,0.7792857142857142,0.7764940697594099,0.08802413940429688,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.0,symmetric,trimmed_softmax_logreg,101,112,2800,14,0,0.0,0.6578571428571428,0.6111859992641284,0.10858631134033203,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8036,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.0,symmetric,trimmed_softmax_logreg,202,112,2800,14,0,0.0,0.6828571428571428,0.655544210437669,0.10552811622619629,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8036,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.0,symmetric,trimmed_softmax_logreg,303,112,2800,14,0,0.0,0.6321428571428571,0.5723507615136673,0.11055660247802734,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8036,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.0,symmetric,trimmed_softmax_logreg,404,112,2800,14,0,0.0,0.6489285714285714,0.5969344167801278,0.10470294952392578,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8036,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.0,symmetric,trimmed_softmax_logreg,505,112,2800,14,0,0.0,0.6764285714285714,0.6425929888584069,0.10925412178039551,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8125,b5fdab78d8947eacc864bfeecb4d2100780e5afe1cd8efafb124887913ac49fa,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,class_conditional,linear_svm_hinge,101,112,2800,14,6,0.05357142857142857,0.6203571428571428,0.5684393726188472,0.07640910148620605,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,class_conditional,linear_svm_hinge,202,112,2800,14,6,0.05357142857142857,0.6285714285714286,0.5924764076312197,0.07535934448242188,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,class_conditional,linear_svm_hinge,303,112,2800,14,6,0.05357142857142857,0.6632142857142858,0.654444433078843,0.07776951789855957,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,class_conditional,linear_svm_hinge,404,112,2800,14,6,0.05357142857142857,0.55,0.49955564081893483,0.07400822639465332,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,class_conditional,linear_svm_hinge,505,112,2800,14,6,0.05357142857142857,0.585,0.5543564909079634,0.07750177383422852,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,class_conditional,multinomial_nb,101,112,2800,14,6,0.05357142857142857,0.7310714285714286,0.7216891944350887,0.00559544563293457,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,class_conditional,multinomial_nb,202,112,2800,14,6,0.05357142857142857,0.7185714285714285,0.7149788921045782,0.0054967403411865234,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,class_conditional,multinomial_nb,303,112,2800,14,6,0.05357142857142857,0.7292857142857143,0.728368728494601,0.005643129348754883,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,class_conditional,multinomial_nb,404,112,2800,14,6,0.05357142857142857,0.7175,0.6967203048436865,0.005457878112792969,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,class_conditional,multinomial_nb,505,112,2800,14,6,0.05357142857142857,0.6996428571428571,0.6988526188026188,0.0056302547454833984,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,class_conditional,softmax_logreg,101,112,2800,14,6,0.05357142857142857,0.7071428571428572,0.6984995291251457,0.08788800239562988,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,class_conditional,softmax_logreg,202,112,2800,14,6,0.05357142857142857,0.7296428571428571,0.7320242107364777,0.08476924896240234,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,class_conditional,softmax_logreg,303,112,2800,14,6,0.05357142857142857,0.7421428571428571,0.7421767173146533,0.0888209342956543,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,class_conditional,softmax_logreg,404,112,2800,14,6,0.05357142857142857,0.6996428571428571,0.6740278182203107,0.08523440361022949,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,class_conditional,softmax_logreg,505,112,2800,14,6,0.05357142857142857,0.6732142857142858,0.683044046097561,0.08866143226623535,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_probabilistic,,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,class_conditional,trimmed_softmax_logreg,101,112,2800,14,6,0.05357142857142857,0.5835714285714285,0.5056703650965642,0.10923194885253906,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8214,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,class_conditional,trimmed_softmax_logreg,202,112,2800,14,6,0.05357142857142857,0.5825,0.5395146797462063,0.10563468933105469,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8125,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,class_conditional,trimmed_softmax_logreg,303,112,2800,14,6,0.05357142857142857,0.5814285714285714,0.5179523179351406,0.11113691329956055,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8214,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,class_conditional,trimmed_softmax_logreg,404,112,2800,14,6,0.05357142857142857,0.6132142857142857,0.5564417801997493,0.106170654296875,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8125,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,class_conditional,trimmed_softmax_logreg,505,112,2800,14,6,0.05357142857142857,0.5889285714285715,0.5627460427513306,0.10801506042480469,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,bounded_robust_variant,kept_fraction=0.8214,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,symmetric,linear_svm_hinge,101,112,2800,14,6,0.05357142857142857,0.6142857142857143,0.5896548808575321,0.0767509937286377,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,symmetric,linear_svm_hinge,202,112,2800,14,6,0.05357142857142857,0.6371428571428571,0.6022892226286978,0.07365274429321289,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,symmetric,linear_svm_hinge,303,112,2800,14,6,0.05357142857142857,0.6242857142857143,0.5784749064562121,0.0779879093170166,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,symmetric,linear_svm_hinge,404,112,2800,14,6,0.05357142857142857,0.6475,0.6492543657377794,0.07497978210449219,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,symmetric,linear_svm_hinge,505,112,2800,14,6,0.05357142857142857,0.6282142857142857,0.6032360580974018,0.07661056518554688,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,linear_margin,,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
dbpedia_14,8,112,0.05,symmetric,multinomial_nb,101,112,2800,14,6,0.05357142857142857,0.7303571428571428,0.7274383413863774,0.005749225616455078,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,c31cc5c8b1d00f7598c732299c433ee70c3b870ad9a18fdc0800d2bb1afa2f68,d596881b7600fd2e0d6ad2ab9f0baa012919f5b3c3b0b8a4e5b72d93f7af1e82
dbpedia_14,8,112,0.05,symmetric,multinomial_nb,202,112,2800,14,6,0.05357142857142857,0.7217857142857143,0.7183201588107945,0.00541377067565918,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,fb4e93b153d064f61bcd4211de3eb7b6e286661f77bd91067f2075904845084d,e3b4207fc9b32685bdbea74cebaec086308f67192908a98e87355d46ee431c3a
dbpedia_14,8,112,0.05,symmetric,multinomial_nb,303,112,2800,14,6,0.05357142857142857,0.7432142857142857,0.745474322069568,0.005773305892944336,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,1cbf0bb03756a773ead01b4db2c1cb79a18da61099e50a4fce19fa16cea04cb1,c1e5257dff75a690f03273b82688fcd09e2f4dcaf693f9143cf751b4cec12a66
dbpedia_14,8,112,0.05,symmetric,multinomial_nb,404,112,2800,14,6,0.05357142857142857,0.6953571428571429,0.6801352103468713,0.0053598880767822266,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,c79fd5c32e36ab8ba0f312992aaae125ee899b31e617216589b3000b950a05c1,547b39e4a57c0664fcec81b7f5ccc31825131e892b5e26612dca2db82c0815a5
dbpedia_14,8,112,0.05,symmetric,multinomial_nb,505,112,2800,14,6,0.05357142857142857,0.6892857142857143,0.6850847347667482,0.005685329437255859,"{""0"": 8, ""1"": 8, ""2"": 8, ""3"": 8, ""4"": 8, ""5"": 8, ""6"": 8, ""7"": 8, ""8"": 8, ""9"": 8, ""10"": 8, ""11"": 8, ""12"": 8, ""13"": 8}",cached_parquet_balanced_pool,generative_nb,,1b77f071018a2831c79aaa62c05e999464c2907224e34fa3ebc558c62712d867,fdefb35b6db601cc03832dcf7e776fe41dc0c07dc359722a46c98b8ecf25c6af
